"library_id" "description" "total_spots" "total_bases" "label"
"SRR1586325" "terrestrial" 47292909 9553167618 "metagenome"
"SRR1593033" "terrestrial" 40909733 8181946600 "metagenome"
"SRR1636514" "terrestrial" 38071931 8223537096 "metagenome"
"SRR1658344" "terrestrial" 134030364 40209109200 "metagenome"
"SRR1658462" "terrestrial" 59121637 17736491100 "metagenome"
"SRR1658466" "terrestrial" 135834562 40750368600 "metagenome"
"SRR1706141" "terrestrial" 27421117 5539065634 "metagenome"
"SRR1706148" "terrestrial" 42222664 8528978128 "metagenome"
"SRR1706150" "terrestrial" 37035596 7481190392 "metagenome"
"SRR1706159" "terrestrial" 31927597 6449374594 "metagenome"
"SRR1706160" "terrestrial" 25491637 5149310674 "metagenome"
"SRR1706166" "terrestrial" 31070469 6276234738 "metagenome"
"SRR1706173" "terrestrial" 27336549 5521982898 "metagenome"
"SRR1706175" "terrestrial" 49255047 9949519494 "metagenome"
"SRR1706179" "terrestrial" 44681575 9025678150 "metagenome"
"SRR1706181" "terrestrial" 27388159 5532408118 "metagenome"
"SRR1706183" "terrestrial" 33409642 6748747684 "metagenome"
"SRR1749894" "terrestrial" 26750098 5403519796 "metagenome"
"SRR1750093" "terrestrial" 29282945 8843449390 "metagenome"
"SRR1763385" "terrestrial" 29758977 5951795400 "metagenome"
"SRR1812319" "terrestrial" 68362793 6836279300 "metagenome"
"SRR1909633" "terrestrial" 59051993 11928502586 "metagenome"
"SRR1916588" "terrestrial" 91024712 18386991824 "metagenome"
"SRR1916590" "terrestrial" 78513353 15859697306 "metagenome"
"SRR1917273" "terrestrial" 59706976 17912092800 "metagenome"
"SRR1926159" "terrestrial" 32968545 9956500590 "metagenome"
"SRR1955887" "terrestrial" 173580629 29925972082 "metagenome"
"SRR1955914" "terrestrial" 27475074 4700377002 "metagenome"
"SRR1977357" "terrestrial" 62926836 19003904472 "metagenome"
"SRR2016850" "terrestrial" 30611744 8092859423 "metagenome"
"SRR2017730" "terrestrial" 24675451 3019417473 "metagenome"
"SRR2017736" "terrestrial" 20575411 2486640042 "metagenome"
"SRR2029815" "terrestrial" 25203304 5040660800 "metagenome"
"SRR2029827" "terrestrial" 24433818 4886763600 "metagenome"
"SRR2029828" "terrestrial" 23955720 4791144000 "metagenome"
"SRR2029829" "terrestrial" 23881833 4776366600 "metagenome"
"SRR2070862" "terrestrial" 53370919 10780925638 "metagenome"
"SRR2070865" "terrestrial" 43895780 8866947560 "metagenome"
"SRR2090150" "terrestrial" 69160778 20748233400 "metagenome"
"SRR2090155" "terrestrial" 162653468 48796040400 "metagenome"
"SRR2090165" "terrestrial" 22016389 6604916700 "metagenome"
"SRR2090166" "terrestrial" 40783267 12234980100 "metagenome"
"SRR2090167" "terrestrial" 28636935 8591080500 "metagenome"
"SRR2090168" "terrestrial" 21747289 6524186700 "metagenome"
"SRR2090171" "terrestrial" 28756331 8626899300 "metagenome"
"SRR2093880" "terrestrial" 23536902 4707380400 "metagenome"
"SRR2093881" "terrestrial" 23053254 4610650800 "metagenome"
"SRR2093883" "terrestrial" 26272076 5254415200 "metagenome"
"SRR2124832" "terrestrial" 193546889 38709377800 "metagenome"
"SRR2177362" "terrestrial" 37806770 11342031000 "metagenome"
"SRR2177950" "terrestrial" 32907459 9872237700 "metagenome"
"SRR2177956" "terrestrial" 32601966 9780589800 "metagenome"
"SRR2177986" "terrestrial" 34923868 10477160400 "metagenome"
"SRR2179959" "terrestrial" 264805435 53490697870 "metagenome"
"SRR2183709" "terrestrial" 25674470 1283723500 "metagenome"
"SRR2183737" "terrestrial" 30600828 1530041400 "metagenome"
"SRR2638363" "terrestrial" 30217970 4323344138 "metagenome"
"SRR2891617" "terrestrial" 37039971 7407994200 "metagenome"
"SRR2905829" "terrestrial" 29104905 5879190810 "metagenome"
"SRR2905836" "terrestrial" 44808618 9051340836 "metagenome"
"SRR2905842" "terrestrial" 40433669 8167601138 "metagenome"
"SRR2954705" "terrestrial" 48142387 9724762174 "metagenome"
"SRR2962415" "terrestrial" 30587994 6178774788 "metagenome"
"SRR3053142" "terrestrial" 31716998 6406833596 "metagenome"
"SRR3053149" "terrestrial" 32611907 6587605214 "metagenome"
"SRR3053153" "terrestrial" 30881209 6238004218 "metagenome"
"SRR3053175" "terrestrial" 31291499 6320882798 "metagenome"
"SRR3053179" "terrestrial" 24986961 5047366122 "metagenome"
"SRR3053183" "terrestrial" 24814808 5012591216 "metagenome"
"SRR3053187" "terrestrial" 26283416 5309250032 "metagenome"
"SRR3053189" "terrestrial" 27875170 5630784340 "metagenome"
"SRR3053198" "terrestrial" 27357475 5526209950 "metagenome"
"SRR3053218" "terrestrial" 32580409 6581242618 "metagenome"
"SRR3053219" "terrestrial" 25967870 5245509740 "metagenome"
"SRR3053224" "terrestrial" 25563181 5163762562 "metagenome"
"SRR3065759" "terrestrial" 50921673 10286177946 "metagenome"
"SRR3065763" "terrestrial" 57834020 11682472040 "metagenome"
"SRR3065764" "terrestrial" 27974838 7074095273 "metagenome"
"SRR3067119" "terrestrial" 28336398 3114053479 "metagenome"
"SRR3067124" "terrestrial" 30984563 3667784953 "metagenome"
"SRR3067132" "terrestrial" 45124415 5301066820 "metagenome"
"SRR3067141" "terrestrial" 48938902 5959856218 "metagenome"
"SRR3067146" "terrestrial" 40540335 4125496902 "metagenome"
"SRR3136869" "terrestrial" 66711342 13475691084 "metagenome"
"SRR3137750" "terrestrial" 92355940 18655899880 "metagenome"
"SRR3137752" "terrestrial" 98492843 19895554286 "metagenome"
"SRR3137759" "terrestrial" 43534328 8793934256 "metagenome"
"SRR3138797" "terrestrial" 72936572 14733187544 "metagenome"
"SRR3138798" "terrestrial" 82326826 16630018852 "metagenome"
"SRR3138816" "terrestrial" 90592794 18299744388 "metagenome"
"SRR3138827" "terrestrial" 83212942 16809014284 "metagenome"
"SRR3139093" "terrestrial" 84351946 17039093092 "metagenome"
"SRR3139098" "terrestrial" 78448966 15846691132 "metagenome"
"SRR3139161" "terrestrial" 41187184 8319811168 "metagenome"
"SRR3139295" "terrestrial" 82065790 16577289580 "metagenome"
"SRR3139297" "terrestrial" 69822075 14104059150 "metagenome"
"SRR3184552" "terrestrial" 149092750 44727825000 "metagenome"
"SRR3184649" "terrestrial" 121060556 36318166800 "metagenome"
"SRR3184676" "terrestrial" 153985835 46195750500 "metagenome"
"SRR3280906" "terrestrial" 27736233 5524912441 "metagenome"
"SRR3306837" "terrestrial" 343034786 51455217900 "metagenome"
"SRR3309324" "terrestrial" 86270490 12940573500 "metagenome"
"SRR3309325" "terrestrial" 79253710 11888056500 "metagenome"
"SRR3311151" "terrestrial" 130622648 26124529600 "metagenome"
"SRR3311153" "terrestrial" 78303604 15660720800 "metagenome"
"SRR3314796" "terrestrial" 462309396 116039658396 "metagenome"
"SRR3314797" "terrestrial" 303061062 76068326562 "metagenome"
"SRR3341747" "terrestrial" 43741609 1574697924 "metagenome"
"SRR3341855" "terrestrial" 47304781 11353147440 "metagenome"
"SRR3452787" "terrestrial" 59339392 11986557184 "metagenome"
"SRR3452788" "terrestrial" 42392719 8563329238 "metagenome"
"SRR3452793" "terrestrial" 49066007 9911333414 "metagenome"
"SRR3452800" "terrestrial" 57211681 11556759562 "metagenome"
"SRR3500544" "terrestrial" 284934338 42740150700 "metagenome"
"SRR3501850" "terrestrial" 31189839 9419331378 "metagenome"
"SRR3501858" "terrestrial" 33362361 10075433022 "metagenome"
"SRR3501861" "terrestrial" 31635811 9554014922 "metagenome"
"SRR3501873" "terrestrial" 23199561 7006267422 "metagenome"
"SRR3501888" "terrestrial" 34707951 10481801202 "metagenome"
"SRR3501889" "terrestrial" 34283775 10353700050 "metagenome"
"SRR350603" "terrestrial" 20122373 3058600696 "metagenome"
"SRR350638" "terrestrial" 75149729 22695218158 "metagenome"
"SRR3507924" "terrestrial" 703954603 109752504129 "metagenome"
"SRR350972" "terrestrial" 29110970 2212433720 "metagenome"
"SRR3535020" "terrestrial" 26677900 3361415400 "metagenome"
"SRR3536849" "terrestrial" 32919850 4147901100 "metagenome"
"SRR3536899" "terrestrial" 21536924 2713652424 "metagenome"
"SRR3536901" "terrestrial" 21295544 2683238544 "metagenome"
"SRR3546452" "terrestrial" 53343210 16109649420 "metagenome"
"SRR3546454" "terrestrial" 42457560 12822183120 "metagenome"
"SRR3546457" "terrestrial" 48445905 14630663310 "metagenome"
"SRR3591800" "terrestrial" 20061441 5931980653 "metagenome"
"SRR3592108" "terrestrial" 25439198 7577915531 "metagenome"
"SRR3601984" "terrestrial" 22944572 6836067415 "metagenome"
"SRR3624125" "terrestrial" 42687905 10671976250 "metagenome"
"SRR3624126" "terrestrial" 41613525 10403381250 "metagenome"
"SRR3624178" "terrestrial" 49594322 12398580500 "metagenome"
"SRR3732377" "terrestrial" 39263266 11857506332 "metagenome"
"SRR3732379" "terrestrial" 39239297 11850267694 "metagenome"
"SRR3747713" "terrestrial" 66231048 20001776496 "metagenome"
"SRR3747751" "terrestrial" 66198890 19992064780 "metagenome"
"SRR3747760" "terrestrial" 66275575 20015223650 "metagenome"
"SRR3747798" "terrestrial" 56008825 16914665150 "metagenome"
"SRR3747811" "terrestrial" 56514425 17067356350 "metagenome"
"SRR3884791" "terrestrial" 30963869 4644580350 "metagenome"
"SRR3901695" "terrestrial" 36152929 18148770358 "metagenome"
"SRR3901698" "terrestrial" 83613680 41974067360 "metagenome"
"SRR3901699" "terrestrial" 32883637 16507585774 "metagenome"
"SRR3901703" "terrestrial" 36176432 18160568864 "metagenome"
"SRR3901705" "terrestrial" 33140467 16636514434 "metagenome"
"SRR3954448" "terrestrial" 173065067 51919520100 "metagenome"
"SRR3954453" "terrestrial" 170493035 51147910500 "metagenome"
"SRR3954455" "terrestrial" 175567132 52670139600 "metagenome"
"SRR3954467" "terrestrial" 119881149 35964344700 "metagenome"
"SRR3969602" "terrestrial" 164887496 49466248800 "metagenome"
"SRR3979412" "terrestrial" 25211830 7563549000 "metagenome"
"SRR3979454" "terrestrial" 28086954 8426086200 "metagenome"
"SRR3979490" "terrestrial" 35313587 10594076100 "metagenome"
"SRR3981081" "terrestrial" 53281292 15984387600 "metagenome"
"SRR3981189" "terrestrial" 35184220 10555266000 "metagenome"
"SRR3984962" "terrestrial" 43696827 13109048100 "metagenome"
"SRR3985369" "terrestrial" 36272437 10881731100 "metagenome"
"SRR3985382" "terrestrial" 34706621 10411986300 "metagenome"
"SRR3985384" "terrestrial" 35289216 10586764800 "metagenome"
"SRR3985390" "terrestrial" 37789929 11336978700 "metagenome"
"SRR3985419" "terrestrial" 26346918 7904075400 "metagenome"
"SRR3989117" "terrestrial" 81537206 24461161800 "metagenome"
"SRR3989217" "terrestrial" 82745935 24823780500 "metagenome"
"SRR3989218" "terrestrial" 73417884 22025365200 "metagenome"
"SRR3989238" "terrestrial" 72943450 21883035000 "metagenome"
"SRR3989256" "terrestrial" 59649387 18729907518 "metagenome"
"SRR3989259" "terrestrial" 59412931 17823879300 "metagenome"
"SRR3989304" "terrestrial" 145070726 43521217800 "metagenome"
"SRR3989307" "terrestrial" 164182161 49254648300 "metagenome"
"SRR3989308" "terrestrial" 22016389 6604916700 "metagenome"
"SRR3989311" "terrestrial" 21747289 6524186700 "metagenome"
"SRR3989313" "terrestrial" 40783267 12234980100 "metagenome"
"SRR3989338" "terrestrial" 160573646 48172093800 "metagenome"
"SRR3989430" "terrestrial" 159357450 47807235000 "metagenome"
"SRR3990171" "terrestrial" 166284963 49885488900 "metagenome"
"SRR3990175" "terrestrial" 171687648 51506294400 "metagenome"
"SRR3997478" "terrestrial" 35357008 17749218016 "metagenome"
"SRR4021130" "terrestrial" 30342652 9527592728 "metagenome"
"SRR4027028" "terrestrial" 31440443 7168421004 "metagenome"
"SRR4027029" "terrestrial" 30698691 6999301548 "metagenome"
"SRR4027570" "terrestrial" 50081552 10016310400 "metagenome"
"SRR4027571" "terrestrial" 50509213 10101842600 "metagenome"
"SRR4027573" "terrestrial" 46386959 9277391800 "metagenome"
"SRR4027576" "terrestrial" 52237094 10447418800 "metagenome"
"SRR4027578" "terrestrial" 51091225 10218245000 "metagenome"
"SRR4027579" "terrestrial" 54906089 10981217800 "metagenome"
"SRR4027582" "terrestrial" 51964894 10392978800 "metagenome"
"SRR4027810" "terrestrial" 46195741 13951113782 "metagenome"
"SRR4028130" "terrestrial" 40788836 12318228472 "metagenome"
"SRR4028132" "terrestrial" 37421418 11301268236 "metagenome"
"SRR4030042" "terrestrial" 112351707 33705512100 "metagenome"
"SRR4030043" "terrestrial" 35783563 10735068900 "metagenome"
"SRR4030066" "terrestrial" 44463091 13338927300 "metagenome"
"SRR4030084" "terrestrial" 27508072 8252421600 "metagenome"
"SRR4030086" "terrestrial" 25554846 7666453800 "metagenome"
"SRR404117" "terrestrial" 198402766 59520829800 "metagenome"
"SRR4051794" "terrestrial" 82408155 41368893810 "metagenome"
"SRR407529" "terrestrial" 181869288 54560786400 "metagenome"
"SRR4236648" "terrestrial" 44634137 13479509374 "metagenome"
"SRR4236650" "terrestrial" 53311921 16100200142 "metagenome"
"SRR4236660" "terrestrial" 44613369 13473237438 "metagenome"
"SRR4236661" "terrestrial" 46051688 13907609776 "metagenome"
"SRR4236665" "terrestrial" 45022858 13596903116 "metagenome"
"SRR4236673" "terrestrial" 51414639 15527220978 "metagenome"
"SRR4236674" "terrestrial" 50504470 15252349940 "metagenome"
"SRR4242549" "terrestrial" 58879198 29439599000 "metagenome"
"SRR4242551" "terrestrial" 79379572 39689786000 "metagenome"
"SRR4244739" "terrestrial" 41660540 12581483080 "metagenome"
"SRR4244875" "terrestrial" 36486767 11019003634 "metagenome"
"SRR4246909" "terrestrial" 24677094 3726241194 "metagenome"
"SRR4249914" "terrestrial" 30080449 9084295598 "metagenome"
"SRR4249920" "terrestrial" 44697422 13498621444 "metagenome"
"SRR426840" "terrestrial" 199338781 59801634300 "metagenome"
"SRR4289283" "terrestrial" 40315212 12094563600 "metagenome"
"SRR4289284" "terrestrial" 37325520 11197656000 "metagenome"
"SRR4289292" "terrestrial" 33889868 10166960400 "metagenome"
"SRR4293692" "terrestrial" 43796792 8846951984 "metagenome"
"SRR4343426" "terrestrial" 54922012 11094246424 "metagenome"
"SRR446575" "terrestrial" 47450037 8066506290 "metagenome"
"SRR4786422" "terrestrial" 32558462 9767538600 "metagenome"
"SRR4786438" "terrestrial" 25928386 7778515800 "metagenome"
"SRR4786441" "terrestrial" 36942985 11082895500 "metagenome"
"SRR4786445" "terrestrial" 23130900 6939270000 "metagenome"
"SRR4786446" "terrestrial" 28173056 8451916800 "metagenome"
"SRR4786633" "terrestrial" 51404620 15421386000 "metagenome"
"SRR490925" "terrestrial" 187716110 56314833000 "metagenome"
"SRR4929907" "terrestrial" 25506075 3841531130 "metagenome"
"SRR4929918" "terrestrial" 21794248 3269545172 "metagenome"
"SRR5007227" "terrestrial" 58780676 17751764152 "metagenome"
"SRR5007271" "terrestrial" 47647727 14389613554 "metagenome"
"SRR5007348" "terrestrial" 54105452 16339846504 "metagenome"
"SRR5007357" "terrestrial" 53219282 16072223164 "metagenome"
"SRR5007464" "terrestrial" 45026217 13597917534 "metagenome"
"SRR5007520" "terrestrial" 49146119 14842127938 "metagenome"
"SRR5007708" "terrestrial" 74096667 22377193434 "metagenome"
"SRR5050771" "terrestrial" 113172879 22634575800 "metagenome"
"SRR5050788" "terrestrial" 106339633 21267926600 "metagenome"
"SRR5128048" "terrestrial" 23086525 4617305000 "metagenome"
"SRR5128049" "terrestrial" 20136744 4027348800 "metagenome"
"SRR5168924" "terrestrial" 56967015 17204038530 "metagenome"
"SRR516946" "terrestrial" 33010890 2475816750 "metagenome"
"SRR5177928" "terrestrial" 83424939 24831482337 "metagenome"
"SRR5192447" "terrestrial" 27549286 5509857200 "metagenome"
"SRR5198900" "terrestrial" 270256669 135668847838 "metagenome"
"SRR5204459" "terrestrial" 21072711 6363958722 "metagenome"
"SRR5207236" "terrestrial" 47436714 23813230428 "metagenome"
"SRR5207247" "terrestrial" 43123093 21647792686 "metagenome"
"SRR5207344" "terrestrial" 44697422 13498621444 "metagenome"
"SRR5207566" "terrestrial" 30080449 9084295598 "metagenome"
"SRR5209942" "terrestrial" 31561567 9531593234 "metagenome"
"SRR5209945" "terrestrial" 25008374 7552528948 "metagenome"
"SRR5210208" "terrestrial" 27605335 8336811170 "metagenome"
"SRR5210215" "terrestrial" 31949632 9648788864 "metagenome"
"SRR5210466" "terrestrial" 32301253 9754978406 "metagenome"
"SRR5210468" "terrestrial" 30085210 9085733420 "metagenome"
"SRR5210469" "terrestrial" 30443313 9193880526 "metagenome"
"SRR5213592" "terrestrial" 49388536 14915337872 "metagenome"
"SRR5213595" "terrestrial" 37819007 11421340114 "metagenome"
"SRR5213597" "terrestrial" 32320669 9760842038 "metagenome"
"SRR5214155" "terrestrial" 45795717 13830306534 "metagenome"
"SRR5215203" "terrestrial" 71691497 21650832094 "metagenome"
"SRR5215213" "terrestrial" 108583946 32792351692 "metagenome"
"SRR5215216" "terrestrial" 76588721 23129793742 "metagenome"
"SRR5215471" "terrestrial" 193617975 58472628450 "metagenome"
"SRR5215475" "terrestrial" 158199440 47776230880 "metagenome"
"SRR5215510" "terrestrial" 166730171 50352511642 "metagenome"
"SRR5216258" "terrestrial" 49030974 14807354148 "metagenome"
"SRR5216683" "terrestrial" 93114023 28120434946 "metagenome"
"SRR5229473" "terrestrial" 91621783 27669778466 "metagenome"
"SRR5246785" "terrestrial" 183262414 54978724200 "metagenome"
"SRR5246790" "terrestrial" 72713366 21814009800 "metagenome"
"SRR5256712" "terrestrial" 40983076 20573504152 "metagenome"
"SRR5259839" "terrestrial" 23184747 7001793594 "metagenome"
"SRR5259939" "terrestrial" 20609902 6224190404 "metagenome"
"SRR5260824" "terrestrial" 218342097 65502629100 "metagenome"
"SRR5261042" "terrestrial" 21954381 6586314300 "metagenome"
"SRR5262244" "terrestrial" 43001502 12986453604 "metagenome"
"SRR5262249" "terrestrial" 155763174 78193113348 "metagenome"
"SRR5262250" "terrestrial" 41826853 12631709606 "metagenome"
"SRR5262251" "terrestrial" 227103637 114006025774 "metagenome"
"SRR5271156" "terrestrial" 67829036 20348710800 "metagenome"
"SRR5271166" "terrestrial" 70495405 21148621500 "metagenome"
"SRR5271167" "terrestrial" 48883228 14664968400 "metagenome"
"SRR5271168" "terrestrial" 50465595 15139678500 "metagenome"
"SRR5272222" "terrestrial" 164908308 49472492400 "metagenome"
"SRR5272491" "terrestrial" 158350092 47505027600 "metagenome"
"SRR5272498" "terrestrial" 179683120 53904936000 "metagenome"
"SRR5306401" "terrestrial" 22348258 4514348116 "metagenome"
"SRR5306404" "terrestrial" 39420138 7962867876 "metagenome"
"SRR5431158" "terrestrial" 22007572 6646286744 "metagenome"
"SRR5431171" "terrestrial" 28014245 8460301990 "metagenome"
"SRR5431182" "terrestrial" 25826464 7799592128 "metagenome"
"SRR5431582" "terrestrial" 20953666 6328007132 "metagenome"
"SRR5431710" "terrestrial" 21868251 6604211802 "metagenome"
"SRR5431992" "terrestrial" 26437335 7984075170 "metagenome"
"SRR5435972" "terrestrial" 71305626 21534299052 "metagenome"
"SRR5436190" "terrestrial" 82570144 41450212288 "metagenome"
"SRR5436309" "terrestrial" 53255860 26734441720 "metagenome"
"SRR5437016" "terrestrial" 44872028 22525758056 "metagenome"
"SRR5437762" "terrestrial" 46468453 23327163406 "metagenome"
"SRR5438045" "terrestrial" 31514919 15820489338 "metagenome"
"SRR5438132" "terrestrial" 48115284 24153872568 "metagenome"
"SRR5438270" "terrestrial" 46829933 23508626366 "metagenome"
"SRR5438445" "terrestrial" 46301711 23243458922 "metagenome"
"SRR5450431" "terrestrial" 32993876 9964150552 "metagenome"
"SRR5450631" "terrestrial" 42627967 12873646034 "metagenome"
"SRR5450758" "terrestrial" 21280355 6426667210 "metagenome"
"SRR5457253" "terrestrial" 118609595 35820097690 "metagenome"
"SRR5460480" "terrestrial" 176424663 53280248226 "metagenome"
"SRR5460690" "terrestrial" 194748990 58814194980 "metagenome"
"SRR5460692" "terrestrial" 164149719 49573215138 "metagenome"
"SRR5468151" "terrestrial" 194581016 58763466832 "metagenome"
"SRR5468153" "terrestrial" 194536108 58749904616 "metagenome"
"SRR5468155" "terrestrial" 211561133 63891462166 "metagenome"
"SRR5468425" "terrestrial" 53169673 16057241246 "metagenome"
"SRR5468432" "terrestrial" 74710027 22562428154 "metagenome"
"SRR5468518" "terrestrial" 51857827 15661063754 "metagenome"
"SRR5471030" "terrestrial" 41053333 12398106566 "metagenome"
"SRR5471031" "terrestrial" 34070835 10289392170 "metagenome"
"SRR5471032" "terrestrial" 37023057 11180963214 "metagenome"
"SRR5476986" "terrestrial" 138290759 41763809218 "metagenome"
"SRR5486937" "terrestrial" 196775070 59426071140 "metagenome"
"SRR5487326" "terrestrial" 226570347 45191229251 "metagenome"
"SRR5493776" "terrestrial" 67778679 20469161058 "metagenome"
"SRR5493777" "terrestrial" 87457129 26412052958 "metagenome"
"SRR5499425" "terrestrial" 41826853 12631709606 "metagenome"
"SRR5499427" "terrestrial" 96709095 29206146690 "metagenome"
"SRR5574337" "terrestrial" 33089276 9926782800 "metagenome"
"SRR5574342" "terrestrial" 26379000 7913700000 "metagenome"
"SRR5580658" "terrestrial" 89977578 27173228556 "metagenome"
"SRR5580692" "terrestrial" 105862423 31970451746 "metagenome"
"SRR5580753" "terrestrial" 39853770 12035838540 "metagenome"
"SRR5580754" "terrestrial" 85141729 25712802158 "metagenome"
"SRR5580760" "terrestrial" 31718805 9579079110 "metagenome"
"SRR5580768" "terrestrial" 32717214 9880598628 "metagenome"
"SRR5580901" "terrestrial" 32093404 9692208008 "metagenome"
"SRR5581439" "terrestrial" 170116163 51375081226 "metagenome"
"SRR5581474" "terrestrial" 181101291 54692589882 "metagenome"
"SRR5581494" "terrestrial" 136177131 41125493562 "metagenome"
"SRR5581992" "terrestrial" 136949869 41358860438 "metagenome"
"SRR5582001" "terrestrial" 146537682 44254379964 "metagenome"
"SRR5584097" "terrestrial" 184537309 55730267318 "metagenome"
"SRR5585586" "terrestrial" 145670452 43992476504 "metagenome"
"SRR5665213" "terrestrial" 53332354 16106370908 "metagenome"
"SRR5665254" "terrestrial" 137818596 41621215992 "metagenome"
"SRR5678806" "terrestrial" 167916080 43175852181 "metagenome"
"SRR5678807" "terrestrial" 187345467 48171928110 "metagenome"
"SRR5678811" "terrestrial" 63767547 19130264100 "metagenome"
"SRR5678812" "terrestrial" 64179837 19253951100 "metagenome"
"SRR5678813" "terrestrial" 87118793 24039329328 "metagenome"
"SRR5678815" "terrestrial" 107662330 32298699000 "metagenome"
"SRR5678924" "terrestrial" 96757727 29220833554 "metagenome"
"SRR5678936" "terrestrial" 60930782 18401096164 "metagenome"
"SRR5678941" "terrestrial" 99845174 30153242548 "metagenome"
"SRR5678945" "terrestrial" 36360933 10981001766 "metagenome"
"SRR5678946" "terrestrial" 28874996 8720248792 "metagenome"
"SRR5678951" "terrestrial" 86461100 26111252200 "metagenome"
"SRR5678954" "terrestrial" 56196221 16971258742 "metagenome"
"SRR5678972" "terrestrial" 62392983 18842680866 "metagenome"
"SRR5679047" "terrestrial" 28220596 8522619992 "metagenome"
"SRR5687767" "terrestrial" 32212580 16170715160 "metagenome"
"SRR5687768" "terrestrial" 37729177 18940046854 "metagenome"
"SRR5689907" "terrestrial" 158258541 47794079382 "metagenome"
"SRR5690579" "terrestrial" 23057400 6963334800 "metagenome"
"SRR5690627" "terrestrial" 35194097 10628617294 "metagenome"
"SRR5690668" "terrestrial" 41338346 12484180492 "metagenome"
"SRR5691147" "terrestrial" 36181629 10926851958 "metagenome"
"SRR5691555" "terrestrial" 31903807 9634949714 "metagenome"
"SRR5693545" "terrestrial" 69210583 20901596066 "metagenome"
"SRR5712672" "terrestrial" 40097435 12109425370 "metagenome"
"SRR5713101" "terrestrial" 89976192 27172809984 "metagenome"
"SRR5738921" "terrestrial" 308981154 31207096554 "metagenome"
"SRR5747427" "terrestrial" 42067752 12704461104 "metagenome"
"SRR5747948" "terrestrial" 42549820 12850045640 "metagenome"
"SRR5822800" "terrestrial" 53508044 16159429288 "metagenome"
"SRR5825477" "terrestrial" 21451064 6478221328 "metagenome"
